COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO
VI41_4,"Otra causa : Servicio suministrado por una compañía especializada que cobra a los asegurados una cantidad (prima) a cambio de una compensación determinada en el caso de que ocurra un siniestro. En el caso del sector agropecuario se trata de un contrato que los productores realizan con instituciones gubernamentales o privadas para cubrir la inversión monetaria en cultivos agrícolas, existencias ganaderas y especies forestales, en caso de pérdida total o parcial con cobertura en el periodo de referencia. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42,"Solicitaron seguro : servicio suministrado por una compañía especializada que cobra a los asegurados una cantidad (prima) a cambio de una compensación determinada en el caso de que ocurra un siniestro. En el caso del sector agropecuario se trata de un contrato que los productores realizan con instituciones gubernamentales o privadas para cubrir la inversión monetaria en cultivos agrícolas, existencias ganaderas y especies forestales, en caso de pérdida total o parcial. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_1_1,"Si obtuvieron seguro : Servicio suministrado por una compañía especializada que cobra a los asegurados una cantidad (prima) a cambio de una compensación determinada en el caso de que ocurra un siniestro. En el caso del sector agropecuario se trata de un contrato que los productores realizan con instituciones gubernamentales o privadas para cubrir la inversión monetaria en cultivos agrícolas, existencias ganaderas y especies forestales, en caso de pérdida total o parcial. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_1_2,"No obtuvieron seguro : Son aquellas unidades de producción que habiendo solicitado un seguro para sus cosechas o animales, por alguna causa no lo obtuvieron en el periodo de referencia.  Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI43_1,"No obtuvieron seguro por estar en zona de alto riesgo : Problema para el productor asociado a la baja producción causada por siniestros naturales no controlables por el hombre, que impiden el desarrollo de actividades normales en la unidad de producción en el periodo de referencia.  PROBLEMAS DE INSEGURIDAD:Problemas del productor relacionado con robo de animales o insumos, amenazas, extorción, secuestros que afectaron la productividad de la unidad de producción en el periodo de referencia. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI43_2,"No obtuvieron seguro por otra causa : Hubo otra causa diferente a las mencionadas con anterioridad, por la que el productor no obtuvo el seguro para las  actividades de la unidad de producción. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
UP_VI42,"Unidades de producción con seguro : Es un servicio suministrado por una compañía especializada que cobra a los asegurados una cantidad (prima) a cambio de una compensación determinada en el caso de que ocurra un siniestro. En el caso del sector agropecuario se trata de un contrato que los productores realizan con instituciones gubernamentales o privadas para cubrir la inversión monetaria en cultivos agrícolas, existencias ganaderas y especies forestales, en caso de pérdida total o parcial. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_2_1,"Institución de gobierno : Aseguradora oficial que, con costos preferenciales, permite resguardar la inversión de los productores agrícolas, ganaderos o forestales, frente a situaciones adversas para la producción. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_2_2,"Fondo de aseguramiento : Es una asociación de productores agrícolas y/o ganaderos o de personas con nacionalidad mexicana que tienen su residencia en el medio rural. Su objetivo es ofrecer protección mutualista (prestaciones mutuas) y solidaria a sus socios a través de operaciones de seguros y coaseguros (para ceder los riegos que no pueden asumir directamente) sin fines de lucro, constituidos en términos de la Ley de Fondos de Aseguramiento Agropecuario y Rural. Las coberturas que otorgan a los socios están respaldadas por sus reservas técnicas, los contratos de reaseguro que celebren y, en su caso, por los fondos de protección y de retención común de riesgos. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_2_3,"Aseguradora privada : Aseguradora privada que, con costos preferenciales, permite resguardar la inversión de los productores agrícolas, ganaderos o forestales, frente a situaciones adversas para la producción. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI42_2_4,"Otra institución : Cualquier institución diferente a la de gobierno, al fondo de aseguramiento y al aseguramiento privado que asegura la inversión del productor agrícola, ganadero o forestal ante factores adversos. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
UP_X48,"UP_CON_PROBLEMAS_EN_EL_DESARROLLO_DE_LAS_ACTIVIDADES_AGROPECUARIAS : Son aquellas unidades de producción, que en el periodo de referencia reportaron alguna causa o inconveniente para el desarrollo adecuado de sus actividades agropecuarias: para la comercialización, para el transporte o almacenamiento de los insumos o productos, falta de capacitación o asistencia técnica, acceso al crédito, entre otros. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
X48_1,"Problemas de acceso al crédito : Problema del productor para conseguir financiamiento de alguna institución bancaria o privada por no reunir requisitos como: falta de avales, poca superficie del terreno, aparecer en el buró de crédito, entre otras. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
X48_2,"Problemas de pérdida de fertilidad del suelo : Problema del productor para conseguir alta productividad en la producción por la mala calidad del suelo, ya sea la falta de nutrientes, microorganismos benéficos en la capa arable o erosión del terreno, entre otros. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
