Entidad Federativa,Cultivo desarrollado en instalaciones de agricutura protegida,Tipo de instalación,Suma de Superficie cosechada al momento de la visita (Ha),Suma de Num. de Instalaciones
MORELOS,LANTANA,Invernadero,0.100,3
MORELOS,LANTANA,Techo sombra,0.181,7
MORELOS,LANTANA,Vivero,0.006,1
MORELOS,LAUREL,Invernadero,0.242,7
MORELOS,LAUREL,Microtunel,0.050,1
MORELOS,LAUREL,Techo sombra,1.060,8
MORELOS,LAUREL ROSA,Invernadero,0.411,6
MORELOS,LAUREL ROSA,Microtunel,0.005,1
MORELOS,LAVANDA,Casa sombra,0.050,1
MORELOS,LAVANDA,Microtunel,0.005,1
MORELOS,LAVANDA,Techo sombra,0.050,1
MORELOS,LECHUGA,Casa sombra,0.025,1
MORELOS,LECHUGA,Invernadero,0.650,2
MORELOS,LECHUGA,Techo sombra,0.350,2
MORELOS,LIMÓN,Invernadero,0.860,6
MORELOS,LIMÓN,Microtunel,0.006,1
MORELOS,LIMÓN,Techo sombra,0.530,4
MORELOS,LIMON REAL,Invernadero,0.120,4
MORELOS,LIMON REAL,Techo sombra,0.200,3
MORELOS,LIMONIUM,Invernadero,0.100,1
MORELOS,LIRIO,Casa sombra,0.140,2
MORELOS,LIRIO,Invernadero,0.399,7
MORELOS,LIRIO,Techo sombra,0.500,9
MORELOS,LIRIO,Vivero,0.045,2
MORELOS,LISIANTHUS,Invernadero,0.770,8
MORELOS,LISTONES,Invernadero,0.080,1
MORELOS,MADRESELVA,Invernadero,0.007,1
MORELOS,MAGNOLIA,Invernadero,0.125,2
MORELOS,MALVON,Casa sombra,0.020,1
MORELOS,MALVON,Invernadero,1.850,23
MORELOS,MALVON,Techo sombra,0.060,2
MORELOS,MALVON,Vivero,0.050,1
MORELOS,MANDARINA,Invernadero,0.080,1
MORELOS,MANDEVILLA,Invernadero,0.600,4
MORELOS,MANGO,Invernadero,0.293,3
MORELOS,MANGO,Techo sombra,0.210,3
MORELOS,MARGARITA,Invernadero,0.150,2
MORELOS,MARGINATA,Invernadero,0.075,1
MORELOS,MILLONARIA,Invernadero,0.015,1
MORELOS,MONA LISA,Invernadero,0.013,1
MORELOS,MONEDA,Invernadero,0.035,1
MORELOS,MUSAENDA,Invernadero,0.010,1
MORELOS,N/A,Casa sombra,0.987,11
MORELOS,N/A,Invernadero,6.793,70
MORELOS,N/A,Microtunel,0.006,2
MORELOS,N/A,Techo sombra,6.522,32
MORELOS,N/A,Vivero,0.105,2
MORELOS,NARANJA,Invernadero,0.200,2
MORELOS,NISPERO,Invernadero,0.020,1
MORELOS,NISPERO,Techo sombra,0.200,2
MORELOS,NOCHE BUENA,Invernadero,12.744,71
MORELOS,NOCHE BUENA,Vivero,0.080,1
MORELOS,NOGAL,Invernadero,0.300,1
MORELOS,ORQUIDEA,Casa sombra,0.100,1
MORELOS,ORQUIDEA,Invernadero,0.425,2
MORELOS,PALMA,Casa sombra,0.080,2
MORELOS,PALMA,Invernadero,0.580,2
MORELOS,PALMA,Techo sombra,1.235,9
MORELOS,PALMA CAMEDOR,Techo sombra,0.080,1
MORELOS,PALMA DE IXTLE,Techo sombra,0.200,1
MORELOS,PALMA DE ORNATO,Casa sombra,0.300,5
MORELOS,PALMA DE ORNATO,Invernadero,1.033,9
MORELOS,PALMA DE ORNATO,Macrotunel,0.007,1
MORELOS,PALMA DE ORNATO,Techo sombra,0.080,6
MORELOS,PALMA REAL,Casa sombra,0.110,2
MORELOS,PALMA REAL,Invernadero,0.630,6
MORELOS,PALMA REAL,Techo sombra,0.827,8
MORELOS,PALMA RUBELINA,Casa sombra,0.050,1
MORELOS,PALMERA,Invernadero,0.010,1
MORELOS,PALMERA,Techo sombra,0.400,2
MORELOS,PALO DE BRASIL,Invernadero,0.015,1
MORELOS,PAPAYO,Techo sombra,0.200,1
MORELOS,PASTO,Invernadero,0.370,2
MORELOS,PASTO,Techo sombra,0.020,1
MORELOS,PASTO (TAPETE),Invernadero,0.200,2
MORELOS,PASTO CARRETILLA,Invernadero,0.085,2
MORELOS,PATA DE ELEFANTE,Invernadero,0.085,2
MORELOS,PEPINO,Casa sombra,0.033,1
MORELOS,PEPINO,Invernadero,6.447,45
MORELOS,PEPINO,Techo sombra,0.085,2
MORELOS,PERRITO,Invernadero,0.550,8
MORELOS,PETUNIA,Invernadero,1.398,6
MORELOS,PETUNIA,Techo sombra,0.010,1
MORELOS,PILEA CADEREI,Invernadero,0.040,1
MORELOS,PINO,Invernadero,0.972,4
MORELOS,PIÑANONA,Casa sombra,0.133,1
MORELOS,PIÑANONA,Techo sombra,0.200,1
MORELOS,PISTACHE,Invernadero,0.007,1
MORELOS,PISTACHE,Techo sombra,0.010,1
MORELOS,POLAR,Invernadero,0.075,2
MORELOS,POLEO,Invernadero,0.013,1
MORELOS,PORTULACA,Invernadero,0.100,1
MORELOS,PRIMAVERA,Techo sombra,0.050,1
MORELOS,ROMERO,Techo sombra,0.257,2
MORELOS,ROSA,Casa sombra,0.030,2
MORELOS,ROSA,Invernadero,2.697,14
MORELOS,ROSA,Techo sombra,0.200,1
MORELOS,ROSA COSTER,Casa sombra,0.100,1
MORELOS,ROSA COSTER,Invernadero,1.650,11
MORELOS,ROSA COSTER,Techo sombra,0.300,2
MORELOS,ROSA COSTER,Vivero,0.005,1
MORELOS,RUDA,Invernadero,0.100,1
MORELOS,RUDA,Techo sombra,0.200,1
MORELOS,SALVIA,Techo sombra,0.005,1
MORELOS,SANDERIANA,Invernadero,0.080,1
MORELOS,SANDIA,Techo sombra,0.025,1
MORELOS,SOLIDAGO (MANOJO),Invernadero,0.100,1
MORELOS,SUCULENTA,Invernadero,0.024,1
MORELOS,TABACHIN,Casa sombra,0.799,2
MORELOS,TABACHIN,Invernadero,0.230,3
MORELOS,TABACHIN,Techo sombra,0.275,4
MORELOS,TE LIMON,Invernadero,0.020,1
MORELOS,TELÉFONO,Casa sombra,0.030,1
MORELOS,TELÉFONO,Invernadero,1.623,13
MORELOS,TELÉFONO,Techo sombra,0.140,4
MORELOS,TIBUTINA,Invernadero,0.005,1
MORELOS,TIBUTINA,Vivero,0.020,1
MORELOS,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.200,1
MORELOS,TOMATE ROJO (JITOMATE SEMILLA),Techo sombra,0.025,1
MORELOS,TOMATE ROJO (JITOMATE),Casa sombra,0.258,4
MORELOS,TOMATE ROJO (JITOMATE),Invernadero,50.765,278
MORELOS,TOMATE ROJO (JITOMATE),Macrotunel,0.430,1
MORELOS,TOMATE ROJO (JITOMATE),Techo sombra,0.879,7
MORELOS,TOMATE ROJO (JITOMATE),Vivero,0.357,6
MORELOS,TOMATE ROJO (PLÁNTULA),Invernadero,0.100,1
MORELOS,TOMATE VERDE,Casa sombra,0.033,1
MORELOS,TOMATE VERDE,Techo sombra,0.375,3
MORELOS,TOMATE VERDE (PLÁNTULA),Vivero,0.050,1
MORELOS,TRUENO,Casa sombra,0.055,2
MORELOS,TRUENO,Invernadero,0.369,11
MORELOS,TRUENO,Macrotunel,0.050,1
MORELOS,TRUENO,Microtunel,0.005,1
MORELOS,TRUENO,Techo sombra,0.475,6
MORELOS,TRUENO,Vivero,0.006,1
MORELOS,TRUENO DE VENUS,Invernadero,0.070,1
MORELOS,TRUENO DE VENUS,Techo sombra,0.040,2
MORELOS,TULIA,Invernadero,0.740,4
MORELOS,TULIA,Techo sombra,0.340,4
MORELOS,TULIPANES,Casa sombra,0.070,1
MORELOS,TULIPANES,Invernadero,1.345,13
MORELOS,TULIPANES,Microtunel,0.100,1
MORELOS,TULIPANES,Techo sombra,0.887,15
MORELOS,TULIPANES,Vivero,0.025,2
MORELOS,UVA,Invernadero,0.080,1
MORELOS,VERDOLAGA,Invernadero,0.200,1
MORELOS,VERONICA,Vivero,0.020,1
MORELOS,VINCA,Invernadero,1.430,6
MORELOS,VIOLETA,Invernadero,0.310,3
MORELOS,VIVURNO,Invernadero,0.170,2
MORELOS,VIVURNO,Microtunel,0.006,1
MORELOS,VIVURNO,Techo sombra,0.230,6
MORELOS,VIVURNO,Vivero,0.020,1
MORELOS,ZEMPOALXOCHITL,Invernadero,0.812,9
MORELOS,ZEMPOALXOCHITL,Techo sombra,0.100,1
NAYARIT,AGUACATE,Casa sombra,0.050,1
NAYARIT,AGUACATE,Macrotunel,0.020,1
NAYARIT,AGUACATE,Techo sombra,0.040,2
NAYARIT,ALBAHACA,Macrotunel,0.150,1
NAYARIT,ALCATRAZ,Casa sombra,0.049,3
NAYARIT,ALCATRAZ,Invernadero,0.018,1
NAYARIT,ALCATRAZ,Techo sombra,0.406,4
NAYARIT,ALCATRAZ,Vivero,0.144,2
NAYARIT,AMAPA,Techo sombra,0.500,1
NAYARIT,ANTURIOS,Macrotunel,0.020,1
NAYARIT,ARRAYAN,Casa sombra,0.005,1
NAYARIT,AVE DEL PARAISO,Invernadero,0.006,1
NAYARIT,AVE DEL PARAISO,Vivero,0.020,1
NAYARIT,BERENJENA,Macrotunel,0.016,1
NAYARIT,CACAHUANANCHE,Techo sombra,0.076,1
NAYARIT,CALABAZA,Macrotunel,0.028,2
NAYARIT,cedritos,Techo sombra,0.076,1
NAYARIT,CHILE,Casa sombra,4.000,1
NAYARIT,CHILE,Invernadero,0.060,1
NAYARIT,CHILE (PLANTULA),Casa sombra,0.060,1
NAYARIT,CHILE (PLANTULA),Invernadero,0.275,9
NAYARIT,CHILE (PLANTULA),Macrotunel,0.462,16
NAYARIT,CHILE HABANERO (PLÁNTULA),Invernadero,0.070,1
NAYARIT,CHILE MORRON,Invernadero,0.325,2
NAYARIT,CHILE SERRANO (PLÁNTULA),Casa sombra,0.030,1
NAYARIT,CHILE SERRANO (PLÁNTULA),Invernadero,0.550,11
NAYARIT,CHILE SERRANO (PLÁNTULA),Macrotunel,0.185,6
NAYARIT,CHILE VERDE,Invernadero,0.030,1
NAYARIT,CHILE VERDE,Macrotunel,0.060,1
NAYARIT,CILANTRO,Casa sombra,0.249,1
NAYARIT,CILANTRO,Macrotunel,0.249,1
NAYARIT,CITRICOS,Techo sombra,0.010,1
NAYARIT,COCO AGUA,Invernadero,0.005,1
NAYARIT,CRISANTEMO,Invernadero,0.022,1
NAYARIT,CRISANTEMO,Macrotunel,0.390,45
NAYARIT,CRISANTEMO,Vivero,0.109,4
NAYARIT,DURAZNO,Casa sombra,0.050,1
NAYARIT,ELEONORA,Vivero,0.010,1
NAYARIT,ELOTE,Macrotunel,0.012,1
NAYARIT,FILODENDRO,Invernadero,0.007,1
NAYARIT,FLORES,Invernadero,0.039,3
NAYARIT,FLORES,Techo sombra,0.036,2
NAYARIT,FRUTALES VARIOS,Techo sombra,0.005,1
NAYARIT,GERBERA,Invernadero,0.019,2
NAYARIT,GLADIOLA,Invernadero,0.031,3
NAYARIT,GLADIOLA,Macrotunel,0.020,1
NAYARIT,GLADIOLA,Vivero,0.015,1
NAYARIT,GUAMUCHIL,Techo sombra,0.115,1
NAYARIT,HONGO SETA (ZETA),Invernadero,0.030,1
NAYARIT,JACA,Techo sombra,0.005,1
NAYARIT,JAMAICA,Invernadero,0.005,1
NAYARIT,LILIS,Invernadero,0.043,3
NAYARIT,LILIS,Macrotunel,0.069,8
NAYARIT,LILIS,Vivero,0.055,3
NAYARIT,LIMÓN,Macrotunel,0.040,1
NAYARIT,LIMÓN,Techo sombra,0.070,3
NAYARIT,LIMON REAL,Casa sombra,0.005,1
NAYARIT,MAIZ FORRAJERO,Invernadero,0.060,1
NAYARIT,MAÍZ GRANO,Macrotunel,0.180,3
NAYARIT,MANGO,Techo sombra,0.105,3
NAYARIT,MARGARITA,Invernadero,0.022,1
NAYARIT,MARGARITA,Vivero,0.023,2
NAYARIT,MELON,Invernadero,0.160,2
NAYARIT,MELON (PLANTULA),Macrotunel,0.032,2
NAYARIT,N/A,Casa sombra,0.249,1
NAYARIT,N/A,Invernadero,0.024,3
NAYARIT,N/A,Techo sombra,0.326,2
NAYARIT,N/A,Vivero,0.010,1
NAYARIT,NANCHE,Casa sombra,0.005,1
NAYARIT,NOCHE BUENA,Invernadero,0.230,2
NAYARIT,NOPAL VERDURA,Techo sombra,0.026,1
NAYARIT,PALO DULCE,Techo sombra,0.250,1
NAYARIT,PAPAYA,Invernadero,0.005,1
NAYARIT,PAPAYO,Macrotunel,0.016,1
NAYARIT,PAROTA,Techo sombra,0.076,1
NAYARIT,PEPINO,Casa sombra,2.084,3
NAYARIT,PEPINO,Invernadero,0.622,13
NAYARIT,PEPINO,Macrotunel,0.015,1
NAYARIT,PEPINO (PLÁNTULA),Invernadero,0.178,5
NAYARIT,PEPINO (PLÁNTULA),Macrotunel,0.067,3
NAYARIT,PINO,Techo sombra,3.620,11
NAYARIT,PINO GREGGII,Techo sombra,0.227,1
NAYARIT,PINO MICHOACANO (PLANTULA),Techo sombra,0.380,1
NAYARIT,PLANTAS DE ORNATO,Casa sombra,0.200,1
NAYARIT,PLANTERO DE TABACO,Macrotunel,0.649,17
NAYARIT,PLANTERO DE TABACO,Microtunel,1.014,2
NAYARIT,PLANTERO DE TABACO,Vivero,0.018,1
NAYARIT,PON-PON,Invernadero,0.010,1
NAYARIT,ROSA,Invernadero,0.078,3
NAYARIT,ROSA,Macrotunel,0.010,1
NAYARIT,SANDIA,Invernadero,0.120,1
NAYARIT,SANDIA,Macrotunel,0.040,1
NAYARIT,SANDIA (PLANTULA),Macrotunel,0.038,1
NAYARIT,TABACO,Invernadero,0.600,11
NAYARIT,TABACO,Macrotunel,0.180,5
NAYARIT,TABACO,Microtunel,0.750,1
NAYARIT,TOMATE ROJO (JITOMATE),Casa sombra,0.913,2
NAYARIT,TOMATE ROJO (JITOMATE),Invernadero,35.120,66
NAYARIT,TOMATE ROJO (JITOMATE),Macrotunel,0.266,8
NAYARIT,TOMATE ROJO (PLÁNTULA),Casa sombra,4.030,2
NAYARIT,TOMATE ROJO (PLÁNTULA),Invernadero,0.498,19
NAYARIT,TOMATE ROJO (PLÁNTULA),Macrotunel,0.611,26
NAYARIT,TOMATE ROJO (PLÁNTULA),Vivero,0.021,1
NAYARIT,TOMATE VERDE,Invernadero,0.005,1
NAYARIT,TOMATE VERDE (PLÁNTULA),Invernadero,0.113,4
NAYARIT,TOMATE VERDE (PLÁNTULA),Macrotunel,0.145,6
NAYARIT,VELO DE NOVIA,Invernadero,0.006,1
NAYARIT,VERONICA,Invernadero,0.025,1
NUEVO LEON,ALCATRAZ,Invernadero,0.080,1
NUEVO LEON,CHILE,Invernadero,0.060,1
NUEVO LEON,CHILE HABANERO,Invernadero,1.000,1
NUEVO LEON,CHILE MORRON,Invernadero,4.810,5
NUEVO LEON,FORESTAL (PLANTULA),Invernadero,0.030,1
NUEVO LEON,LEUCAENA,Invernadero,0.009,1
NUEVO LEON,PAPA (SEMILLA),Invernadero,0.500,1
NUEVO LEON,TOMATE ROJO (JITOMATE),Invernadero,63.115,151
NUEVO LEON,TOMATE ROJO (PLÁNTULA),Invernadero,0.200,1
OAXACA,ACELGA,Invernadero,0.004,2
OAXACA,AGAVE,Casa sombra,0.060,1
OAXACA,AGUACATE,Casa sombra,0.010,1
OAXACA,AJO,Invernadero,0.020,1
OAXACA,ALBAHACA,Casa sombra,0.080,1
OAXACA,ALHELI,Invernadero,0.001,1
OAXACA,AZALEA (PLANTA),Invernadero,0.004,1
OAXACA,AZUCENA,Invernadero,0.027,1
OAXACA,BERRO,Macrotunel,0.030,1
OAXACA,BERRO,Techo sombra,0.250,1
OAXACA,BETABEL,Invernadero,0.010,2
OAXACA,BETABEL,Macrotunel,0.005,1
OAXACA,BROCOLI,Invernadero,0.020,2
OAXACA,CAFÉ CEREZA,Casa sombra,0.105,8
OAXACA,CAFÉ CEREZA,Invernadero,0.035,5
OAXACA,CALABACITA,Casa sombra,0.020,1
OAXACA,CALABACITA,Invernadero,0.964,20
OAXACA,CALABACITA,Macrotunel,0.043,6
OAXACA,CAOBA,Casa sombra,0.010,1
OAXACA,CEBOLLA,Invernadero,0.117,7
OAXACA,CEBOLLA,Macrotunel,0.028,5
OAXACA,CEDRO,Casa sombra,0.110,1
OAXACA,CHICHARO,Invernadero,0.020,1
OAXACA,CHILE,Invernadero,0.030,1
OAXACA,CHILE DE AGUA,Invernadero,0.818,16
OAXACA,CHILE DE AGUA,Macrotunel,0.024,2
OAXACA,CHILE HABANERO,Casa sombra,1.500,5
OAXACA,CHILE HABANERO,Invernadero,0.286,2
OAXACA,CHILE HABANERO,Macrotunel,0.003,1
OAXACA,CHILE JALAPEÑO,Invernadero,0.100,4
OAXACA,CHILE JALAPEÑO,Macrotunel,0.003,2
OAXACA,CHILE SECO,Casa sombra,0.185,1
OAXACA,CHILE SECO,Invernadero,0.227,10
OAXACA,CHILE SECO,Macrotunel,0.012,5
OAXACA,CHILE SERRANO,Invernadero,0.018,1
OAXACA,CHILE SERRANO,Macrotunel,0.005,1
OAXACA,CHILE VERDE,Casa sombra,1.592,9
OAXACA,CHILE VERDE,Invernadero,0.741,19
OAXACA,CHILE VERDE,Macrotunel,0.041,6
OAXACA,CHILE VERDE,Pabellón,1.790,7
OAXACA,CHILE VERDE SEMILLA,Invernadero,0.030,1
OAXACA,CILANTRO,Invernadero,0.192,15
OAXACA,CILANTRO,Macrotunel,0.028,9
OAXACA,CIRICOTE,Invernadero,0.030,1
OAXACA,COL (REPOLLO),Invernadero,0.006,1
OAXACA,COL (REPOLLO),Macrotunel,0.005,2
OAXACA,CRESTA DE GALLO,Invernadero,0.002,1
OAXACA,CRISANTEMO,Casa sombra,0.015,1
OAXACA,CRISANTEMO,Invernadero,0.158,8
OAXACA,CRISANTEMO,Macrotunel,0.201,22
OAXACA,DURAZNO,Casa sombra,0.006,1
OAXACA,EJOTE,Invernadero,1.591,47
OAXACA,EJOTE,Macrotunel,0.070,15
OAXACA,ELOTE,Invernadero,0.050,1
OAXACA,ENCINO,Casa sombra,0.050,1
OAXACA,FLORES,Invernadero,0.184,10
OAXACA,FRESA,Invernadero,0.255,4
OAXACA,FRESA,Macrotunel,0.060,1
OAXACA,FRIJOL,Casa sombra,0.010,1
OAXACA,FRIJOL,Invernadero,0.220,4
OAXACA,FRIJOL EJOTERO,Invernadero,0.050,1
OAXACA,FRIJOL SEMILLA,Macrotunel,0.003,1
OAXACA,GERBERA,Invernadero,0.219,6
OAXACA,GLADIOLA,Invernadero,0.355,8
OAXACA,GLADIOLA,Macrotunel,0.025,5
OAXACA,GRANADA,Casa sombra,0.020,1
OAXACA,GUAJE ROJO,Casa sombra,0.009,1
OAXACA,LECHUGA,Invernadero,0.785,30
OAXACA,LECHUGA,Macrotunel,0.052,17
OAXACA,LILIS,Invernadero,1.276,36
OAXACA,LILIS,Macrotunel,0.014,3
OAXACA,LILIUM (GRUESA),Invernadero,0.290,6
OAXACA,LIMÓN,Casa sombra,0.862,8
OAXACA,MAIZ FORRAJERO,Invernadero,0.012,1
OAXACA,MAÍZ GRANO,Invernadero,0.120,2
OAXACA,MANDARINA,Casa sombra,0.248,3
OAXACA,MELON,Invernadero,0.015,1
OAXACA,N/A,Casa sombra,0.159,8
OAXACA,N/A,Invernadero,0.020,1
OAXACA,NARANJA,Casa sombra,0.296,3
OAXACA,NOCHE BUENA,Invernadero,0.417,13
OAXACA,NUBE,Invernadero,0.001,1
OAXACA,PAPA,Invernadero,0.015,1
OAXACA,PAPAYA,Casa sombra,3.430,5
OAXACA,PAROTA,Casa sombra,0.080,1
OAXACA,PEPINO,Casa sombra,1.170,4
OAXACA,PEPINO,Invernadero,1.487,13
OAXACA,PEPINO,Macrotunel,0.025,2
OAXACA,PINO,Casa sombra,0.330,3
OAXACA,PINO,Invernadero,0.020,1
OAXACA,PINO,Techo sombra,0.010,1
OAXACA,PINO MICHOACANO (PLANTULA),Casa sombra,0.040,2
OAXACA,POLAR,Macrotunel,0.023,4
OAXACA,RABANITO,Invernadero,0.067,14
OAXACA,RABANITO,Macrotunel,0.004,3
OAXACA,RABANO,Invernadero,0.155,10
OAXACA,RABANO,Macrotunel,0.039,12
OAXACA,ROSA,Casa sombra,0.045,2
OAXACA,ROSA,Invernadero,0.882,16
OAXACA,ROSA,Macrotunel,0.012,1
OAXACA,SANDIA,Casa sombra,1.500,1
OAXACA,SANDIA,Invernadero,0.075,1
OAXACA,SORGO FORRAJERO,Invernadero,0.012,1
OAXACA,TERCIOPELO,Invernadero,0.003,1
OAXACA,TOMATE ROJO (JITOMATE),Casa sombra,8.635,58
OAXACA,TOMATE ROJO (JITOMATE),Invernadero,249.833,2744
OAXACA,TOMATE ROJO (JITOMATE),Macrotunel,1.448,141
OAXACA,TOMATE ROJO (JITOMATE),Pabellón,0.504,4
OAXACA,TOMATE ROJO (JITOMATE),Techo sombra,0.130,2
OAXACA,TOMATE ROJO (PLÁNTULA),Invernadero,0.279,7
OAXACA,TOMATE VERDE,Invernadero,0.030,2
OAXACA,TORONJA,Casa sombra,0.248,3
OAXACA,TRIGO FORRAJERO,Invernadero,0.012,1
OAXACA,VERDOLAGA,Invernadero,0.020,1
OAXACA,ZANAHORIA,Invernadero,0.020,3
OAXACA,ZANAHORIA,Macrotunel,0.010,2
OAXACA,ZEMPOALXOCHITL,Invernadero,0.032,2
OAXACA,ZEMPOALXOCHITL (MANOJO),Invernadero,0.015,1
OAXACA,ZINIA,Invernadero,0.003,1
PUEBLA,ACELGA,Macrotunel,0.005,1
PUEBLA,ALSTROEMERIA (GRUESA),Invernadero,0.020,1
PUEBLA,AMARANTO,Invernadero,0.010,1
PUEBLA,AMARILIS,Invernadero,0.030,1
PUEBLA,ANTURIOS,Invernadero,0.610,4
PUEBLA,AZALEA (PLANTA),Invernadero,0.300,1
PUEBLA,AZUCENA,Macrotunel,0.009,2
PUEBLA,BEGONIA,Invernadero,0.784,10
PUEBLA,BELEN (PLANTA),Vivero,0.045,1
PUEBLA,BELEN DE GUINEA,Invernadero,0.551,7
PUEBLA,BELEN DE GUINEA (PLÁNTULA),Invernadero,0.250,3
PUEBLA,BROCOLI,Casa sombra,0.040,1
PUEBLA,BROCOLI,Invernadero,0.019,1
PUEBLA,BROCOLI,Macrotunel,0.017,3
PUEBLA,BROCOLI,Microtunel,0.006,1
PUEBLA,CACTUS,Invernadero,0.030,1
PUEBLA,CACTUS,Microtunel,0.005,1
PUEBLA,CAFÉ CEREZA,Casa sombra,1.330,14
PUEBLA,CAFÉ CEREZA,Techo sombra,0.150,2
PUEBLA,CALABACITA,Casa sombra,0.200,1
PUEBLA,CALABACITA,Invernadero,0.460,5
PUEBLA,CALABACITA,Macrotunel,0.020,1
PUEBLA,CALABACITA,Microtunel,0.006,1
PUEBLA,CEBOLLA,Invernadero,0.161,2
PUEBLA,CHICHARO,Invernadero,0.100,1
PUEBLA,CHILE,Invernadero,0.204,11
PUEBLA,CHILE JALAPEÑO,Invernadero,0.015,1
PUEBLA,CHILE MANZANO,Invernadero,0.300,2
PUEBLA,CHILE MANZANO,Macrotunel,0.005,1
PUEBLA,CHILE MORRON,Casa sombra,0.130,1
PUEBLA,CHILE MORRON,Invernadero,0.579,5
PUEBLA,CHILE MORRON,Macrotunel,0.010,2
PUEBLA,CHILE POBLANO,Casa sombra,0.350,4
PUEBLA,CHILE SECO,Microtunel,0.005,1
PUEBLA,CHILE VERDE,Casa sombra,0.308,2
PUEBLA,CHILE VERDE,Invernadero,0.058,3
PUEBLA,CHILE VERDE,Macrotunel,0.006,1
PUEBLA,CILANTRO,Invernadero,0.009,6
PUEBLA,CILANTRO,Macrotunel,0.011,2
PUEBLA,CILANTRO,Microtunel,0.013,8
PUEBLA,CLAVELLINA,Invernadero,0.100,1
PUEBLA,CRISANTEMO,Invernadero,5.426,29
PUEBLA,CRISANTEMO,Macrotunel,0.040,1
PUEBLA,CUNA DE MOISES,Invernadero,0.150,1
PUEBLA,CUNA DE MOISES,Techo sombra,0.200,1
PUEBLA,DURAZNO,Invernadero,0.060,1
PUEBLA,ESPINACA,Macrotunel,0.005,1
PUEBLA,FRAMBUESA,Macrotunel,1.000,1
PUEBLA,GERANIO,Invernadero,0.150,1
PUEBLA,GERBERA,Invernadero,0.350,2
PUEBLA,GLADIOLA,Macrotunel,0.029,6
PUEBLA,HELECHO,Invernadero,0.408,6
PUEBLA,HONGO SETA (ZETA),Invernadero,0.021,2
PUEBLA,HORTALIZAS,Microtunel,0.005,1
PUEBLA,LECHUGA,Casa sombra,0.060,1
PUEBLA,LECHUGA,Invernadero,0.030,1
PUEBLA,LECHUGA,Macrotunel,0.005,1
PUEBLA,LECHUGA,Microtunel,0.005,1
PUEBLA,LECHUGA,Techo sombra,0.200,1
PUEBLA,LIRIO,Invernadero,0.020,1
PUEBLA,MAÍZ GRANO,Casa sombra,0.500,1
PUEBLA,MALVON,Invernadero,0.130,1
PUEBLA,MALVON,Vivero,0.040,1
PUEBLA,MELON,Invernadero,0.020,1
PUEBLA,NOCHE BUENA,Invernadero,11.889,119
PUEBLA,NOCHE BUENA,Microtunel,0.070,3
PUEBLA,NOCHE BUENA,Vivero,0.015,1
PUEBLA,NOPAL VERDURA,Microtunel,0.273,5
PUEBLA,PAPA,Invernadero,0.010,1
PUEBLA,PEPINO,Casa sombra,2.167,7
PUEBLA,PEPINO,Invernadero,2.381,16
PUEBLA,PEPINO,Macrotunel,0.005,1
PUEBLA,PETUNIA,Invernadero,0.070,1
PUEBLA,PETUNIA (PLÁNTULA),Invernadero,0.200,1
PUEBLA,PINO,Casa sombra,0.500,2
PUEBLA,PINO,Invernadero,0.200,1
PUEBLA,PINO,Techo sombra,3.000,1
PUEBLA,PINO,Vivero,2.000,1
PUEBLA,PLANTAS DE ORNATO,Casa sombra,0.006,1
PUEBLA,PLANTAS DE ORNATO,Invernadero,0.038,1
PUEBLA,POLAR,Invernadero,0.140,3
PUEBLA,POLAR,Microtunel,0.580,3
PUEBLA,QUELITE,Invernadero,0.012,1
PUEBLA,RABANO,Invernadero,0.014,5
PUEBLA,ROSA,Invernadero,18.240,118
PUEBLA,ROSA,Vivero,0.015,1
PUEBLA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.300,3
PUEBLA,TOMATE ROJO (JITOMATE),Casa sombra,63.416,141
PUEBLA,TOMATE ROJO (JITOMATE),Invernadero,175.486,1002
PUEBLA,TOMATE ROJO (JITOMATE),Macrotunel,2.339,34
PUEBLA,TOMATE ROJO (JITOMATE),Microtunel,0.287,59
PUEBLA,TOMATE ROJO (JITOMATE),Techo sombra,7.280,4
PUEBLA,TOMATE VERDE,Invernadero,0.030,1
PUEBLA,TOMATE VERDE,Microtunel,0.005,3
PUEBLA,VERDOLAGA,Invernadero,0.030,1
QUERETARO,ACELGA,Invernadero,0.061,2
QUERETARO,AGAZANIA (GAZANIA),Invernadero,0.009,1
QUERETARO,BELEN (PLANTA),Invernadero,0.033,1
QUERETARO,BELEN (PLÁNTULA),Vivero,0.022,1
QUERETARO,BELEN DE GUINEA (PLÁNTULA),Vivero,0.075,1
QUERETARO,BELEN DOBLE (PLÁNTULA),Vivero,0.075,1
QUERETARO,BROCOLI,Invernadero,0.006,1
QUERETARO,BROCOLI (PLÁNTULA),Invernadero,1.750,1
QUERETARO,CALABACITA,Invernadero,0.200,3
QUERETARO,CALABAZA,Invernadero,0.055,6
QUERETARO,CEBOLLA,Invernadero,0.028,3
QUERETARO,CEBOLLA (PLÁNTULA),Invernadero,0.050,1
QUERETARO,CHAYOTE,Invernadero,0.006,1
QUERETARO,CHILE HABANERO (PLÁNTULA),Invernadero,1.750,1
QUERETARO,CHILE MORRON,Invernadero,25.860,14
QUERETARO,CHILE MORRON,Vivero,1.000,1
QUERETARO,CHILE SERRANO (PLÁNTULA),Invernadero,1.850,2
QUERETARO,CLAVELLINA (PLÁNTULA),Vivero,0.011,1
